epoch,accuracy,loss,val_accuracy,val_loss
38,0.8303943,0.42555536051284676,0.8297820091247559,0.43480623253063916
39,0.83572125,0.40876686285443087,0.8532941341400146,0.3796803502367315
40,0.83051676,0.4203499035744173,0.8300269246101379,0.4167603607303863
41,0.83045554,0.418855494343998,0.8160666227340698,0.46751954436973703
42,0.8368846,0.4097651191678025,0.8412931561470032,0.4103945033269392
43,0.8390889,0.4084029639581825,0.833945631980896,0.4340437898704768
44,0.83939505,0.39841630803058464,0.8280676007270813,0.462324672489227
45,0.84349746,0.3918240524603986,0.7999020218849182,0.4962714398400678
46,0.842579,0.3948518961354152,0.8611315488815308,0.350400991425805
47,0.8434362,0.391546994323623,0.8288023471832275,0.4376916628592802
48,0.8439873,0.3913758558267009,0.8684790730476379,0.3448174858747263
49,0.84668136,0.3828756092095708,0.8388440012931824,0.4217606085116975
50,0.85017145,0.3853354247329342,0.8310065865516663,0.44181447834353105
51,0.8460078,0.3831322821855779,0.8449669480323792,0.3794656467589566
52,0.85335535,0.37539556231272153,0.861866295337677,0.36737329402800256
53,0.84998775,0.3729316122298903,0.8643154501914978,0.35603247532913446
54,0.8506613,0.3748114863768705,0.8420279026031494,0.41037671010692184
55,0.8529268,0.37671512420084613,0.8758265972137451,0.3264115187224295
56,0.858315,0.36871790277908284,0.8554984331130981,0.3763203514343437
57,0.8548249,0.3654326900945643,0.7805535197257996,0.6169600912549756
58,0.85739654,0.36563242110965477,0.8677443265914917,0.34181914115226536
59,0.8614989,0.35955465176059953,0.8246387243270874,0.44982036227780525
60,0.85580456,0.3580389795804357,0.8405584096908569,0.4104345415025665
61,0.86064166,0.34974214244481544,0.8337007164955139,0.42798479942606266
62,0.86260104,0.35361286525541796,0.8481508493423462,0.40983480219452106
63,0.85953957,0.3579110687937539,0.8393338322639465,0.3963506445051437
64,0.8618663,0.35580080163674466,0.7634092569351196,0.683845121312194
65,0.86449915,0.3441916931837527,0.864805281162262,0.36761542234296984
66,0.864193,0.3470925953482811,0.8608865737915039,0.36752009430470023
67,0.86413175,0.34841253983822634,0.8721528053283691,0.3422666741094839
68,0.8870928,0.29137616119722276,0.9017878770828247,0.26297389780689684
69,0.8938281,0.2767546995434141,0.9042370915412903,0.25106288754353184
70,0.9019716,0.2622641795790432,0.9042370915412903,0.25335954184804277
71,0.9032574,0.2632739255015476,0.9061964154243469,0.24471544225280728
72,0.9011144,0.25764017565823233,0.9030125141143799,0.24895322804587627
73,0.9038085,0.2527824457066041,0.9022777080535889,0.2516578967274038
74,0.90393096,0.25019172568283854,0.9074209928512573,0.24026514908393282
75,0.9025839,0.25378710775655067,0.910115122795105,0.242623265966784
76,0.90558416,0.24434861704294744,0.9106049537658691,0.2419086373555961
77,0.90674746,0.2424578490559155,0.913299024105072,0.23968606375608553
78,0.9047269,0.24535556768571049,0.9159931540489197,0.23253520964817062
79,0.90876806,0.2417432451431377,0.9079108238220215,0.2471885871513492
80,0.9088293,0.2374059221498119,0.9123193621635437,0.23660138120202787
81,0.911156,0.23693898979308936,0.9108498692512512,0.23651677558388803
82,0.90913546,0.236128817381533,0.9115846157073975,0.23468835954423223
83,0.9114622,0.2350680592278041,0.9125642776489258,0.23491451702601415
84,0.9096865,0.23301328688005943,0.906441330909729,0.23761823232519022
85,0.90680873,0.23793699426479326,0.9145236611366272,0.2306372286524225
86,0.9098702,0.2326549389564959,0.913299024105072,0.22765788211852875
87,0.9097477,0.23372480832177167,0.9164829850196838,0.2331647694388237
88,0.91048247,0.2301320020413241,0.9091354608535767,0.2344567250043424
89,0.91415626,0.23099347074592985,0.9135439395904541,0.2340745245333019
90,0.9125643,0.2269293222719625,0.9155033230781555,0.22661534924732538
91,0.91354394,0.22856407809456045,0.9137888550758362,0.2242037852021254
92,0.91231936,0.22948835512060703,0.9147685766220093,0.23178631798648203
93,0.9167279,0.2234250227887637,0.9115846157073975,0.23470030253113935
94,0.9113397,0.23021216426312033,0.9142787456512451,0.2271430484080122
95,0.91587067,0.22325704632335627,0.9140337705612183,0.23319734077140628
96,0.91244185,0.22746143555585702,0.9140337705612183,0.22120554980594037
97,0.9146461,0.22387462425196897,0.9155033230781555,0.2181758691129981
98,0.91415626,0.2250316828277629,0.9189321398735046,0.22318323355459158
99,0.91587067,0.22661316654654715,0.9184423089027405,0.22104600011324316
